coid,mdate,tcri,scr,xcdt
1103,2014-12-01 00:00:00+00:00,6,400,
1103,2015-12-01 00:00:00+00:00,6,432,
1103,2016-12-01 00:00:00+00:00,6,371,
1103,2017-12-01 00:00:00+00:00,6,330,
1103,2018-12-01 00:00:00+00:00,6,331,
1103,2019-12-01 00:00:00+00:00,6,359,
1103,2020-12-01 00:00:00+00:00,6,574,
1103,2021-12-01 00:00:00+00:00,6,401,
1103,2022-12-01 00:00:00+00:00,6,383,
1103,2023-12-01 00:00:00+00:00,6,417,
1103,2024-12-01 00:00:00+00:00,6,424,
1104,2014-12-01 00:00:00+00:00,5,617,
1104,2015-12-01 00:00:00+00:00,5,598,
1104,2016-12-01 00:00:00+00:00,5,632,
1104,2017-12-01 00:00:00+00:00,5,585,
1104,2018-12-01 00:00:00+00:00,5,549,
1104,2019-12-01 00:00:00+00:00,5,549,
1104,2020-12-01 00:00:00+00:00,5,612,
1104,2021-12-01 00:00:00+00:00,5,616,
1104,2022-12-01 00:00:00+00:00,5,657,
1104,2023-12-01 00:00:00+00:00,5,696,
1104,2024-12-01 00:00:00+00:00,5,688,
1108,2014-12-01 00:00:00+00:00,7,443,
1108,2015-12-01 00:00:00+00:00,6,502,
1108,2016-12-01 00:00:00+00:00,6,405,
1108,2017-12-01 00:00:00+00:00,7,259,
1108,2018-12-01 00:00:00+00:00,7,242,
1108,2019-12-01 00:00:00+00:00,7,307,
1108,2020-12-01 00:00:00+00:00,6,449,
1108,2021-12-01 00:00:00+00:00,6,357,
1108,2022-12-01 00:00:00+00:00,6,455,
1108,2023-12-01 00:00:00+00:00,6,458,
1108,2024-12-01 00:00:00+00:00,6,441,
1109,2014-12-01 00:00:00+00:00,6,541,
1109,2015-12-01 00:00:00+00:00,6,462,
1109,2016-12-01 00:00:00+00:00,6,519,
1109,2017-12-01 00:00:00+00:00,5,678,
1109,2018-12-01 00:00:00+00:00,5,721,
1109,2019-12-01 00:00:00+00:00,5,761,
1109,2020-12-01 00:00:00+00:00,5,756,
1109,2021-12-01 00:00:00+00:00,5,725,
1109,2022-12-01 00:00:00+00:00,5,632,
1109,2023-12-01 00:00:00+00:00,5,666,
1109,2024-12-01 00:00:00+00:00,5,591,
1110,2014-12-01 00:00:00+00:00,6,462,
1110,2015-12-01 00:00:00+00:00,6,395,
1110,2016-12-01 00:00:00+00:00,6,341,
1110,2017-12-01 00:00:00+00:00,6,402,
1110,2018-12-01 00:00:00+00:00,6,357,
1110,2019-12-01 00:00:00+00:00,6,319,
1110,2020-12-01 00:00:00+00:00,6,303,
1110,2021-12-01 00:00:00+00:00,6,270,
1110,2022-12-01 00:00:00+00:00,6,241,
1110,2023-12-01 00:00:00+00:00,6,275,
1110,2024-12-01 00:00:00+00:00,6,400,
1201,2014-12-01 00:00:00+00:00,7,498,
1201,2015-12-01 00:00:00+00:00,8,-239,
1201,2016-12-01 00:00:00+00:00,9,-435,
1201,2017-12-01 00:00:00+00:00,9,126,
1201,2018-12-01 00:00:00+00:00,7,430,
1201,2019-12-01 00:00:00+00:00,7,523,
1201,2020-12-01 00:00:00+00:00,6,603,
1201,2021-12-01 00:00:00+00:00,6,599,
1201,2022-12-01 00:00:00+00:00,6,557,
1201,2023-12-01 00:00:00+00:00,6,542,
1201,2024-12-01 00:00:00+00:00,6,589,
1203,2014-12-01 00:00:00+00:00,6,559,
1203,2015-12-01 00:00:00+00:00,6,595,
1203,2016-12-01 00:00:00+00:00,5,654,
1203,2017-12-01 00:00:00+00:00,5,682,
1203,2018-12-01 00:00:00+00:00,5,665,
1203,2019-12-01 00:00:00+00:00,5,651,
1203,2020-12-01 00:00:00+00:00,5,658,
1203,2021-12-01 00:00:00+00:00,5,638,
1203,2022-12-01 00:00:00+00:00,5,595,
1203,2023-12-01 00:00:00+00:00,5,627,
1203,2024-12-01 00:00:00+00:00,5,658,
1213,2014-12-01 00:00:00+00:00,7,411,
1213,2015-12-01 00:00:00+00:00,7,432,
1213,2016-12-01 00:00:00+00:00,7,408,
1213,2017-12-01 00:00:00+00:00,7,376,
1213,2018-12-01 00:00:00+00:00,9,246,
1213,2019-12-01 00:00:00+00:00,9,259,
1213,2020-12-01 00:00:00+00:00,9,135,
1213,2021-12-01 00:00:00+00:00,9,76,
1213,2022-12-01 00:00:00+00:00,9,79,
1213,2023-12-01 00:00:00+00:00,D,-384,
1213,2024-12-01 00:00:00+00:00,9,271,
1217,2014-12-01 00:00:00+00:00,7,254,
1217,2015-12-01 00:00:00+00:00,7,302,
1217,2016-12-01 00:00:00+00:00,7,334,
1217,2017-12-01 00:00:00+00:00,7,333,
1217,2018-12-01 00:00:00+00:00,7,341,
1217,2019-12-01 00:00:00+00:00,7,368,
1217,2020-12-01 00:00:00+00:00,7,411,
1217,2021-12-01 00:00:00+00:00,7,409,
1217,2022-12-01 00:00:00+00:00,7,383,
1217,2023-12-01 00:00:00+00:00,7,383,
1217,2024-12-01 00:00:00+00:00,7,406,
1218,2014-12-01 00:00:00+00:00,6,407,
1218,2015-12-01 00:00:00+00:00,6,433,
1218,2016-12-01 00:00:00+00:00,6,427,
1218,2017-12-01 00:00:00+00:00,6,488,
1218,2018-12-01 00:00:00+00:00,6,581,
1218,2019-12-01 00:00:00+00:00,6,597,
1218,2020-12-01 00:00:00+00:00,5,649,
1218,2021-12-01 00:00:00+00:00,5,596,
1218,2022-12-01 00:00:00+00:00,6,492,
1218,2023-12-01 00:00:00+00:00,6,508,
1219,2014-12-01 00:00:00+00:00,5,522,
1219,2015-12-01 00:00:00+00:00,5,448,
1219,2016-12-01 00:00:00+00:00,5,473,
1219,2017-12-01 00:00:00+00:00,5,439,
1219,2018-12-01 00:00:00+00:00,5,412,
1219,2019-12-01 00:00:00+00:00,6,419,
1219,2020-12-01 00:00:00+00:00,6,552,
1219,2021-12-01 00:00:00+00:00,6,543,
1219,2022-12-01 00:00:00+00:00,6,504,
1219,2023-12-01 00:00:00+00:00,6,509,
1219,2024-12-01 00:00:00+00:00,6,440,
1220,2014-12-01 00:00:00+00:00,6,420,
1220,2015-12-01 00:00:00+00:00,6,462,
1220,2016-12-01 00:00:00+00:00,6,493,
1220,2017-12-01 00:00:00+00:00,6,407,
1220,2018-12-01 00:00:00+00:00,6,450,
1220,2019-12-01 00:00:00+00:00,6,492,
1220,2020-12-01 00:00:00+00:00,6,523,
1220,2021-12-01 00:00:00+00:00,6,516,
1220,2022-12-01 00:00:00+00:00,6,411,
1220,2023-12-01 00:00:00+00:00,6,480,
1220,2024-12-01 00:00:00+00:00,6,528,
1225,2014-12-01 00:00:00+00:00,7,437,
1225,2015-12-01 00:00:00+00:00,7,676,
1225,2016-12-01 00:00:00+00:00,7,619,
1225,2017-12-01 00:00:00+00:00,7,541,
1225,2018-12-01 00:00:00+00:00,7,580,
1225,2019-12-01 00:00:00+00:00,7,569,
1225,2020-12-01 00:00:00+00:00,7,562,
1225,2021-12-01 00:00:00+00:00,7,534,
1225,2022-12-01 00:00:00+00:00,6,486,
1225,2023-12-01 00:00:00+00:00,6,534,
1225,2024-12-01 00:00:00+00:00,C,,
1229,2014-12-01 00:00:00+00:00,5,550,
1229,2015-12-01 00:00:00+00:00,5,537,
1229,2016-12-01 00:00:00+00:00,5,625,
1229,2017-12-01 00:00:00+00:00,5,598,
1229,2018-12-01 00:00:00+00:00,5,555,
1229,2019-12-01 00:00:00+00:00,5,518,
1229,2020-12-01 00:00:00+00:00,5,519,
1229,2021-12-01 00:00:00+00:00,5,511,
1229,2022-12-01 00:00:00+00:00,5,489,
1229,2023-12-01 00:00:00+00:00,5,510,
1229,2024-12-01 00:00:00+00:00,5,495,
1231,2014-12-01 00:00:00+00:00,6,439,
1231,2015-12-01 00:00:00+00:00,6,501,
1231,2016-12-01 00:00:00+00:00,5,570,
1231,2017-12-01 00:00:00+00:00,5,561,
1231,2018-12-01 00:00:00+00:00,5,619,
1231,2019-12-01 00:00:00+00:00,5,585,
1231,2020-12-01 00:00:00+00:00,5,616,
1231,2021-12-01 00:00:00+00:00,5,643,
1231,2022-12-01 00:00:00+00:00,5,675,
1231,2023-12-01 00:00:00+00:00,5,633,
1231,2024-12-01 00:00:00+00:00,5,639,
1233,2020-12-01 00:00:00+00:00,5,382,
1233,2021-12-01 00:00:00+00:00,6,333,
1233,2022-12-01 00:00:00+00:00,6,345,
1233,2023-12-01 00:00:00+00:00,6,415,
1233,2024-12-01 00:00:00+00:00,6,401,
1235,2014-12-01 00:00:00+00:00,8,106,
1235,2015-12-01 00:00:00+00:00,8,90,
1235,2016-12-01 00:00:00+00:00,8,210,
1235,2017-12-01 00:00:00+00:00,8,209,
1235,2018-12-01 00:00:00+00:00,8,143,
1235,2019-12-01 00:00:00+00:00,8,152,
1235,2020-12-01 00:00:00+00:00,8,171,
1235,2021-12-01 00:00:00+00:00,8,248,
1235,2022-12-01 00:00:00+00:00,8,153,
1235,2023-12-01 00:00:00+00:00,8,43,
1235,2024-12-01 00:00:00+00:00,8,163,
1236,2014-12-01 00:00:00+00:00,6,384,
1236,2015-12-01 00:00:00+00:00,6,428,
1236,2016-12-01 00:00:00+00:00,6,368,
1236,2017-12-01 00:00:00+00:00,6,348,
1236,2018-12-01 00:00:00+00:00,6,354,
1236,2019-12-01 00:00:00+00:00,6,354,
1236,2020-12-01 00:00:00+00:00,6,320,
1236,2021-12-01 00:00:00+00:00,6,348,
1236,2022-12-01 00:00:00+00:00,6,370,
1236,2023-12-01 00:00:00+00:00,6,350,
1236,2024-12-01 00:00:00+00:00,6,320,
1240,2015-12-01 00:00:00+00:00,6,286,上市前
1240,2016-12-01 00:00:00+00:00,6,557,上市前
1240,2017-12-01 00:00:00+00:00,6,531,
1240,2018-12-01 00:00:00+00:00,6,507,
1240,2019-12-01 00:00:00+00:00,6,520,
1240,2020-12-01 00:00:00+00:00,6,543,
1240,2021-12-01 00:00:00+00:00,6,492,
1240,2022-12-01 00:00:00+00:00,6,382,
1240,2023-12-01 00:00:00+00:00,6,514,
1240,2024-12-01 00:00:00+00:00,6,554,
1259,2014-12-01 00:00:00+00:00,5,423,
1259,2015-12-01 00:00:00+00:00,5,491,
1259,2016-12-01 00:00:00+00:00,5,521,
1259,2017-12-01 00:00:00+00:00,5,521,
1259,2018-12-01 00:00:00+00:00,5,507,
1259,2019-12-01 00:00:00+00:00,5,516,
1259,2020-12-01 00:00:00+00:00,5,505,
1259,2021-12-01 00:00:00+00:00,5,459,
1259,2022-12-01 00:00:00+00:00,5,503,
1259,2023-12-01 00:00:00+00:00,5,447,
1259,2024-12-01 00:00:00+00:00,5,408,
1264,2014-12-01 00:00:00+00:00,5,687,
1264,2015-12-01 00:00:00+00:00,5,702,
1264,2016-12-01 00:00:00+00:00,5,721,
1264,2017-12-01 00:00:00+00:00,5,709,
1264,2018-12-01 00:00:00+00:00,5,711,
1264,2019-12-01 00:00:00+00:00,5,714,
1264,2020-12-01 00:00:00+00:00,5,734,
1264,2021-12-01 00:00:00+00:00,5,747,
1268,2015-12-01 00:00:00+00:00,5,564,
1268,2016-12-01 00:00:00+00:00,5,597,
1268,2017-12-01 00:00:00+00:00,5,584,
1268,2018-12-01 00:00:00+00:00,5,547,
1268,2019-12-01 00:00:00+00:00,5,619,
1268,2020-12-01 00:00:00+00:00,5,557,
1268,2021-12-01 00:00:00+00:00,5,425,
1268,2022-12-01 00:00:00+00:00,5,474,
1268,2023-12-01 00:00:00+00:00,5,601,
1268,2024-12-01 00:00:00+00:00,5,638,
1294,2021-12-01 00:00:00+00:00,6,624,下市
1294,2022-12-01 00:00:00+00:00,6,647,
1294,2023-12-01 00:00:00+00:00,6,673,
1294,2024-12-01 00:00:00+00:00,6,718,
1305,2014-12-01 00:00:00+00:00,5,543,
1305,2015-12-01 00:00:00+00:00,5,702,
1305,2016-12-01 00:00:00+00:00,5,816,
1305,2017-12-01 00:00:00+00:00,5,775,
1305,2018-12-01 00:00:00+00:00,5,769,
1305,2019-12-01 00:00:00+00:00,5,665,
1305,2020-12-01 00:00:00+00:00,5,825,
1305,2021-12-01 00:00:00+00:00,5,893,
1305,2022-12-01 00:00:00+00:00,5,508,
1305,2023-12-01 00:00:00+00:00,5,562,
1305,2024-12-01 00:00:00+00:00,5,381,
1309,2014-12-01 00:00:00+00:00,7,350,
1309,2015-12-01 00:00:00+00:00,7,462,
1309,2016-12-01 00:00:00+00:00,7,511,
1309,2017-12-01 00:00:00+00:00,6,664,
1309,2018-12-01 00:00:00+00:00,6,561,
1309,2019-12-01 00:00:00+00:00,6,636,
1309,2020-12-01 00:00:00+00:00,5,901,
1309,2021-12-01 00:00:00+00:00,5,871,
1309,2022-12-01 00:00:00+00:00,5,622,
1309,2023-12-01 00:00:00+00:00,5,500,
1309,2024-12-01 00:00:00+00:00,5,517,
1310,2014-12-01 00:00:00+00:00,7,511,
1310,2015-12-01 00:00:00+00:00,7,680,
1310,2016-12-01 00:00:00+00:00,7,797,
1310,2017-12-01 00:00:00+00:00,7,738,
1310,2018-12-01 00:00:00+00:00,7,788,
1310,2019-12-01 00:00:00+00:00,7,743,
1310,2020-12-01 00:00:00+00:00,7,529,
1310,2021-12-01 00:00:00+00:00,7,515,
1310,2022-12-01 00:00:00+00:00,7,474,
1310,2023-12-01 00:00:00+00:00,7,417,
1310,2024-12-01 00:00:00+00:00,7,433,
1312,2023-12-01 00:00:00+00:00,5,438,
1312,2024-12-01 00:00:00+00:00,5,432,
1313,2019-12-01 00:00:00+00:00,5,566,
1313,2024-12-01 00:00:00+00:00,5,482,
1314,2014-12-01 00:00:00+00:00,5,648,
1314,2015-12-01 00:00:00+00:00,5,606,
1314,2016-12-01 00:00:00+00:00,5,582,
1314,2017-12-01 00:00:00+00:00,5,819,
1314,2018-12-01 00:00:00+00:00,5,796,
1314,2019-12-01 00:00:00+00:00,5,592,
1314,2020-12-01 00:00:00+00:00,5,408,
1314,2021-12-01 00:00:00+00:00,5,498,
1314,2022-12-01 00:00:00+00:00,6,321,
1314,2023-12-01 00:00:00+00:00,6,298,
1315,2014-12-01 00:00:00+00:00,5,448,
1315,2015-12-01 00:00:00+00:00,5,433,
1315,2016-12-01 00:00:00+00:00,5,454,
1315,2017-12-01 00:00:00+00:00,5,418,
1315,2018-12-01 00:00:00+00:00,5,424,
1315,2019-12-01 00:00:00+00:00,5,419,
1315,2020-12-01 00:00:00+00:00,5,378,
1315,2021-12-01 00:00:00+00:00,5,383,
1315,2022-12-01 00:00:00+00:00,5,515,
1315,2023-12-01 00:00:00+00:00,5,411,
1315,2024-12-01 00:00:00+00:00,5,373,
1316,2014-12-01 00:00:00+00:00,8,206,
1316,2015-12-01 00:00:00+00:00,8,182,
1316,2016-12-01 00:00:00+00:00,8,122,
1316,2017-12-01 00:00:00+00:00,8,467,
1316,2018-12-01 00:00:00+00:00,8,356,
1316,2019-12-01 00:00:00+00:00,8,-62,
1316,2020-12-01 00:00:00+00:00,8,-16,
1316,2021-12-01 00:00:00+00:00,8,41,
1316,2022-12-01 00:00:00+00:00,8,265,
1316,2023-12-01 00:00:00+00:00,8,-25,
1321,2014-12-01 00:00:00+00:00,6,422,
1321,2015-12-01 00:00:00+00:00,6,403,
1321,2016-12-01 00:00:00+00:00,6,408,
1321,2017-12-01 00:00:00+00:00,6,400,
1321,2018-12-01 00:00:00+00:00,6,427,
1321,2019-12-01 00:00:00+00:00,6,433,
1321,2020-12-01 00:00:00+00:00,5,552,
1321,2021-12-01 00:00:00+00:00,5,478,
1321,2022-12-01 00:00:00+00:00,5,476,
1321,2023-12-01 00:00:00+00:00,5,469,
1321,2024-12-01 00:00:00+00:00,5,450,
1323,2014-12-01 00:00:00+00:00,5,653,
1323,2015-12-01 00:00:00+00:00,5,624,
1323,2016-12-01 00:00:00+00:00,5,602,
1323,2017-12-01 00:00:00+00:00,5,607,
1323,2018-12-01 00:00:00+00:00,5,627,
1323,2019-12-01 00:00:00+00:00,5,618,
1323,2020-12-01 00:00:00+00:00,5,605,
1323,2021-12-01 00:00:00+00:00,5,580,
1323,2022-12-01 00:00:00+00:00,5,564,
1323,2023-12-01 00:00:00+00:00,5,504,
1323,2024-12-01 00:00:00+00:00,5,428,
1324,2014-12-01 00:00:00+00:00,6,433,
1324,2015-12-01 00:00:00+00:00,6,471,
1324,2016-12-01 00:00:00+00:00,6,478,
1324,2017-12-01 00:00:00+00:00,6,439,
1324,2018-12-01 00:00:00+00:00,6,376,
1324,2019-12-01 00:00:00+00:00,6,376,
1324,2020-12-01 00:00:00+00:00,6,378,
1324,2021-12-01 00:00:00+00:00,6,356,
1324,2022-12-01 00:00:00+00:00,6,368,
1324,2023-12-01 00:00:00+00:00,6,423,
1324,2024-12-01 00:00:00+00:00,6,368,
1325,2019-12-01 00:00:00+00:00,5,407,
1325,2020-12-01 00:00:00+00:00,5,806,
1325,2021-12-01 00:00:00+00:00,5,610,
1325,2022-12-01 00:00:00+00:00,6,375,
1325,2023-12-01 00:00:00+00:00,6,356,
1325,2024-12-01 00:00:00+00:00,6,348,
1336,2014-12-01 00:00:00+00:00,7,353,
1336,2015-12-01 00:00:00+00:00,7,281,
1336,2016-12-01 00:00:00+00:00,7,289,
1336,2017-12-01 00:00:00+00:00,6,498,
1336,2018-12-01 00:00:00+00:00,6,507,
1336,2019-12-01 00:00:00+00:00,6,463,
1336,2020-12-01 00:00:00+00:00,6,434,
1336,2021-12-01 00:00:00+00:00,6,478,
1336,2022-12-01 00:00:00+00:00,6,569,
1336,2023-12-01 00:00:00+00:00,6,514,
1336,2024-12-01 00:00:00+00:00,6,535,
1339,2014-12-01 00:00:00+00:00,5,599,
1339,2015-12-01 00:00:00+00:00,5,599,
1339,2016-12-01 00:00:00+00:00,5,537,
1339,2017-12-01 00:00:00+00:00,5,519,
1339,2018-12-01 00:00:00+00:00,5,555,
1339,2019-12-01 00:00:00+00:00,5,615,
1339,2020-12-01 00:00:00+00:00,5,537,
1339,2021-12-01 00:00:00+00:00,5,446,
1339,2022-12-01 00:00:00+00:00,5,541,
1339,2023-12-01 00:00:00+00:00,5,600,
1339,2024-12-01 00:00:00+00:00,5,603,
1342,2018-12-01 00:00:00+00:00,6,478,上市前
1342,2019-12-01 00:00:00+00:00,6,534,
1342,2020-12-01 00:00:00+00:00,6,584,
1342,2021-12-01 00:00:00+00:00,6,537,
1342,2022-12-01 00:00:00+00:00,6,695,
1342,2023-12-01 00:00:00+00:00,5,643,
1342,2024-12-01 00:00:00+00:00,5,612,
1409,2014-12-01 00:00:00+00:00,5,582,
1409,2015-12-01 00:00:00+00:00,5,584,
1409,2016-12-01 00:00:00+00:00,5,569,
1409,2017-12-01 00:00:00+00:00,5,566,
1409,2018-12-01 00:00:00+00:00,5,642,
1409,2019-12-01 00:00:00+00:00,5,604,
1409,2020-12-01 00:00:00+00:00,5,525,
1409,2021-12-01 00:00:00+00:00,5,578,
1409,2022-12-01 00:00:00+00:00,5,520,
1409,2023-12-01 00:00:00+00:00,5,413,
1410,2014-12-01 00:00:00+00:00,5,602,
1410,2015-12-01 00:00:00+00:00,5,624,
1410,2016-12-01 00:00:00+00:00,5,624,
1410,2017-12-01 00:00:00+00:00,5,601,
1410,2018-12-01 00:00:00+00:00,5,608,
1410,2019-12-01 00:00:00+00:00,5,554,
1410,2020-12-01 00:00:00+00:00,5,562,
1410,2021-12-01 00:00:00+00:00,5,587,
1410,2022-12-01 00:00:00+00:00,6,517,
1410,2023-12-01 00:00:00+00:00,6,370,
1410,2024-12-01 00:00:00+00:00,6,431,
1413,2014-12-01 00:00:00+00:00,8,66,
1413,2015-12-01 00:00:00+00:00,8,185,
1413,2016-12-01 00:00:00+00:00,8,234,
1413,2017-12-01 00:00:00+00:00,8,426,
1413,2018-12-01 00:00:00+00:00,7,550,
1413,2019-12-01 00:00:00+00:00,7,329,
1413,2020-12-01 00:00:00+00:00,8,133,
1413,2021-12-01 00:00:00+00:00,7,387,
1413,2022-12-01 00:00:00+00:00,7,388,
1413,2023-12-01 00:00:00+00:00,7,261,
1413,2024-12-01 00:00:00+00:00,7,276,
1414,2014-12-01 00:00:00+00:00,6,303,
1414,2015-12-01 00:00:00+00:00,6,229,
1414,2016-12-01 00:00:00+00:00,6,245,
1414,2017-12-01 00:00:00+00:00,6,226,
1414,2018-12-01 00:00:00+00:00,6,226,
1414,2019-12-01 00:00:00+00:00,6,230,
1414,2020-12-01 00:00:00+00:00,6,231,
1414,2021-12-01 00:00:00+00:00,6,348,
1414,2022-12-01 00:00:00+00:00,6,345,
1414,2023-12-01 00:00:00+00:00,6,231,
1414,2024-12-01 00:00:00+00:00,6,247,
1416,2014-12-01 00:00:00+00:00,7,154,
1416,2015-12-01 00:00:00+00:00,7,54,
1416,2016-12-01 00:00:00+00:00,7,435,
1416,2017-12-01 00:00:00+00:00,7,234,
1416,2018-12-01 00:00:00+00:00,7,-24,
1416,2019-12-01 00:00:00+00:00,7,-46,
1416,2020-12-01 00:00:00+00:00,7,-47,
1416,2021-12-01 00:00:00+00:00,7,170,
1416,2022-12-01 00:00:00+00:00,7,254,
1416,2023-12-01 00:00:00+00:00,7,260,
1416,2024-12-01 00:00:00+00:00,7,228,
1417,2014-12-01 00:00:00+00:00,6,317,
1417,2015-12-01 00:00:00+00:00,6,261,
1417,2016-12-01 00:00:00+00:00,7,278,
1417,2017-12-01 00:00:00+00:00,7,277,
1417,2018-12-01 00:00:00+00:00,7,294,
1417,2019-12-01 00:00:00+00:00,7,299,
1417,2020-12-01 00:00:00+00:00,7,341,
1417,2021-12-01 00:00:00+00:00,7,292,
1417,2022-12-01 00:00:00+00:00,7,258,
1417,2023-12-01 00:00:00+00:00,7,359,
1417,2024-12-01 00:00:00+00:00,7,366,
1418,2014-12-01 00:00:00+00:00,8,148,
1418,2015-12-01 00:00:00+00:00,8,-11,
1418,2016-12-01 00:00:00+00:00,D,-439,
1418,2017-12-01 00:00:00+00:00,D,-1240,
1418,2018-12-01 00:00:00+00:00,D,20,
1418,2019-12-01 00:00:00+00:00,D,-392,
1418,2020-12-01 00:00:00+00:00,D,-855,
1418,2021-12-01 00:00:00+00:00,D,-47,
1418,2022-12-01 00:00:00+00:00,9,-141,
1418,2023-12-01 00:00:00+00:00,9,-160,
1418,2024-12-01 00:00:00+00:00,9,-310,
1419,2014-12-01 00:00:00+00:00,7,271,
1419,2015-12-01 00:00:00+00:00,7,247,
1419,2016-12-01 00:00:00+00:00,7,260,
1419,2017-12-01 00:00:00+00:00,7,291,
1419,2018-12-01 00:00:00+00:00,7,301,
1419,2019-12-01 00:00:00+00:00,7,397,
1419,2020-12-01 00:00:00+00:00,7,416,
1419,2021-12-01 00:00:00+00:00,7,408,
1419,2022-12-01 00:00:00+00:00,7,457,
1419,2023-12-01 00:00:00+00:00,6,458,
1419,2024-12-01 00:00:00+00:00,6,503,
1423,2014-12-01 00:00:00+00:00,6,256,
1423,2015-12-01 00:00:00+00:00,6,294,
1423,2016-12-01 00:00:00+00:00,6,285,
1423,2017-12-01 00:00:00+00:00,6,282,
1423,2018-12-01 00:00:00+00:00,6,326,
1423,2019-12-01 00:00:00+00:00,6,288,
1423,2020-12-01 00:00:00+00:00,7,391,
1423,2021-12-01 00:00:00+00:00,7,294,
1423,2022-12-01 00:00:00+00:00,7,250,
1423,2023-12-01 00:00:00+00:00,7,249,
1423,2024-12-01 00:00:00+00:00,7,254,
1432,2014-12-01 00:00:00+00:00,8,73,
1432,2015-12-01 00:00:00+00:00,8,-24,
1432,2016-12-01 00:00:00+00:00,8,-234,
1432,2017-12-01 00:00:00+00:00,8,80,
1432,2018-12-01 00:00:00+00:00,8,229,
1432,2019-12-01 00:00:00+00:00,8,154,
1432,2020-12-01 00:00:00+00:00,8,251,
1432,2021-12-01 00:00:00+00:00,8,152,
1432,2022-12-01 00:00:00+00:00,8,205,
1432,2023-12-01 00:00:00+00:00,8,274,
1432,2024-12-01 00:00:00+00:00,8,130,
1435,2014-12-01 00:00:00+00:00,8,240,
1435,2015-12-01 00:00:00+00:00,8,243,
1435,2016-12-01 00:00:00+00:00,8,249,
1435,2017-12-01 00:00:00+00:00,7,253,
1435,2018-12-01 00:00:00+00:00,7,249,
1435,2019-12-01 00:00:00+00:00,7,246,
1435,2020-12-01 00:00:00+00:00,8,263,
1435,2021-12-01 00:00:00+00:00,8,244,
1435,2022-12-01 00:00:00+00:00,9,214,下市
1435,2023-12-01 00:00:00+00:00,9,251,
1436,2014-12-01 00:00:00+00:00,8,328,
1436,2015-12-01 00:00:00+00:00,8,-175,
1436,2016-12-01 00:00:00+00:00,8,21,
1436,2017-12-01 00:00:00+00:00,8,269,
1436,2018-12-01 00:00:00+00:00,8,374,
1436,2019-12-01 00:00:00+00:00,8,165,
1436,2020-12-01 00:00:00+00:00,8,-123,
1436,2021-12-01 00:00:00+00:00,8,-23,
1436,2022-12-01 00:00:00+00:00,8,218,
1436,2023-12-01 00:00:00+00:00,8,36,
1437,2014-12-01 00:00:00+00:00,7,357,
1437,2015-12-01 00:00:00+00:00,7,306,
1437,2016-12-01 00:00:00+00:00,7,198,
1437,2017-12-01 00:00:00+00:00,7,284,
1437,2018-12-01 00:00:00+00:00,7,398,
1437,2019-12-01 00:00:00+00:00,7,438,
1437,2020-12-01 00:00:00+00:00,7,467,
1437,2021-12-01 00:00:00+00:00,7,362,
1437,2022-12-01 00:00:00+00:00,7,435,
1437,2023-12-01 00:00:00+00:00,7,354,
1437,2024-12-01 00:00:00+00:00,7,427,
1438,2014-12-01 00:00:00+00:00,8,324,
1438,2015-12-01 00:00:00+00:00,8,395,
1438,2016-12-01 00:00:00+00:00,8,247,
1438,2017-12-01 00:00:00+00:00,8,247,
1438,2018-12-01 00:00:00+00:00,8,260,
1438,2019-12-01 00:00:00+00:00,8,260,
1438,2020-12-01 00:00:00+00:00,8,27,
1438,2021-12-01 00:00:00+00:00,8,-486,
1438,2022-12-01 00:00:00+00:00,8,-48,
1438,2023-12-01 00:00:00+00:00,8,-487,
1438,2024-12-01 00:00:00+00:00,8,-289,
1439,2014-12-01 00:00:00+00:00,6,401,
1439,2015-12-01 00:00:00+00:00,6,403,
1439,2016-12-01 00:00:00+00:00,6,402,
1439,2017-12-01 00:00:00+00:00,6,399,
1439,2018-12-01 00:00:00+00:00,6,397,
1439,2019-12-01 00:00:00+00:00,6,399,
1439,2020-12-01 00:00:00+00:00,7,251,
1439,2021-12-01 00:00:00+00:00,8,302,
1439,2022-12-01 00:00:00+00:00,8,247,
1439,2023-12-01 00:00:00+00:00,8,96,
1439,2024-12-01 00:00:00+00:00,8,53,
1441,2014-12-01 00:00:00+00:00,7,73,
1441,2015-12-01 00:00:00+00:00,7,-25,
1441,2016-12-01 00:00:00+00:00,8,-606,
1441,2017-12-01 00:00:00+00:00,9,-863,
1441,2018-12-01 00:00:00+00:00,8,110,
1441,2019-12-01 00:00:00+00:00,8,53,
1441,2020-12-01 00:00:00+00:00,8,72,
1441,2021-12-01 00:00:00+00:00,8,99,
1441,2022-12-01 00:00:00+00:00,9,-243,
1441,2023-12-01 00:00:00+00:00,9,-680,
1441,2024-12-01 00:00:00+00:00,9,228,
1442,2014-12-01 00:00:00+00:00,7,59,
1442,2015-12-01 00:00:00+00:00,7,210,
1442,2016-12-01 00:00:00+00:00,7,470,
1442,2017-12-01 00:00:00+00:00,7,449,
1442,2018-12-01 00:00:00+00:00,7,98,
1442,2019-12-01 00:00:00+00:00,7,-81,
1442,2020-12-01 00:00:00+00:00,7,104,
1442,2021-12-01 00:00:00+00:00,7,338,
1442,2022-12-01 00:00:00+00:00,7,221,
1442,2023-12-01 00:00:00+00:00,7,492,
1442,2024-12-01 00:00:00+00:00,6,753,
1443,2014-12-01 00:00:00+00:00,9,-121,
1443,2015-12-01 00:00:00+00:00,9,-383,
1443,2016-12-01 00:00:00+00:00,9,-460,
