coid,mdate,tcri,scr,xcdt
6125,2020-12-01 00:00:00+00:00,8,299,
6125,2021-12-01 00:00:00+00:00,8,325,
6125,2022-12-01 00:00:00+00:00,7,488,
6125,2023-12-01 00:00:00+00:00,6,429,
6126,2014-12-01 00:00:00+00:00,7,303,
6126,2015-12-01 00:00:00+00:00,7,248,
6126,2016-12-01 00:00:00+00:00,7,415,
6126,2017-12-01 00:00:00+00:00,7,491,
6126,2018-12-01 00:00:00+00:00,7,422,
6126,2019-12-01 00:00:00+00:00,7,511,
6126,2020-12-01 00:00:00+00:00,6,564,
6126,2021-12-01 00:00:00+00:00,6,594,
6126,2022-12-01 00:00:00+00:00,6,589,
6126,2023-12-01 00:00:00+00:00,6,528,
6126,2024-12-01 00:00:00+00:00,6,483,
6127,2014-12-01 00:00:00+00:00,8,189,
6127,2015-12-01 00:00:00+00:00,8,240,
6127,2016-12-01 00:00:00+00:00,8,222,
6127,2017-12-01 00:00:00+00:00,8,144,
6127,2018-12-01 00:00:00+00:00,9,229,
6127,2019-12-01 00:00:00+00:00,9,17,
6127,2020-12-01 00:00:00+00:00,9,-22,
6127,2021-12-01 00:00:00+00:00,8,164,
6127,2022-12-01 00:00:00+00:00,8,3,
6127,2023-12-01 00:00:00+00:00,8,-159,
6127,2024-12-01 00:00:00+00:00,8,-69,
6128,2014-12-01 00:00:00+00:00,5,504,
6128,2015-12-01 00:00:00+00:00,5,507,
6128,2016-12-01 00:00:00+00:00,5,578,
6128,2017-12-01 00:00:00+00:00,5,356,
6128,2018-12-01 00:00:00+00:00,5,465,
6128,2019-12-01 00:00:00+00:00,5,540,
6128,2020-12-01 00:00:00+00:00,6,381,
6128,2021-12-01 00:00:00+00:00,6,489,
6128,2022-12-01 00:00:00+00:00,6,513,
6128,2023-12-01 00:00:00+00:00,6,530,
6129,2014-12-01 00:00:00+00:00,7,374,
6129,2015-12-01 00:00:00+00:00,7,353,
6129,2016-12-01 00:00:00+00:00,7,371,
6129,2017-12-01 00:00:00+00:00,7,347,
6129,2018-12-01 00:00:00+00:00,7,266,
6129,2019-12-01 00:00:00+00:00,7,325,
6129,2020-12-01 00:00:00+00:00,7,337,
6129,2021-12-01 00:00:00+00:00,7,461,
6129,2022-12-01 00:00:00+00:00,7,438,
6129,2023-12-01 00:00:00+00:00,7,306,
6129,2024-12-01 00:00:00+00:00,7,258,
6130,2014-12-01 00:00:00+00:00,7,385,
6130,2015-12-01 00:00:00+00:00,7,400,
6130,2016-12-01 00:00:00+00:00,7,403,
6130,2017-12-01 00:00:00+00:00,7,391,
6130,2018-12-01 00:00:00+00:00,7,246,
6130,2019-12-01 00:00:00+00:00,8,215,
6130,2020-12-01 00:00:00+00:00,8,24,
6130,2021-12-01 00:00:00+00:00,8,333,
6130,2022-12-01 00:00:00+00:00,8,376,
6130,2023-12-01 00:00:00+00:00,8,387,
6130,2024-12-01 00:00:00+00:00,8,373,
6133,2014-12-01 00:00:00+00:00,6,377,
6133,2015-12-01 00:00:00+00:00,6,390,
6133,2016-12-01 00:00:00+00:00,6,363,
6133,2017-12-01 00:00:00+00:00,6,394,
6133,2018-12-01 00:00:00+00:00,6,336,
6133,2019-12-01 00:00:00+00:00,6,373,
6133,2020-12-01 00:00:00+00:00,7,313,
6133,2021-12-01 00:00:00+00:00,7,229,
6133,2022-12-01 00:00:00+00:00,7,377,
6133,2023-12-01 00:00:00+00:00,7,294,
6133,2024-12-01 00:00:00+00:00,7,373,
6134,2014-12-01 00:00:00+00:00,7,243,
6134,2015-12-01 00:00:00+00:00,7,323,
6134,2016-12-01 00:00:00+00:00,7,327,
6134,2017-12-01 00:00:00+00:00,7,379,
6134,2018-12-01 00:00:00+00:00,7,317,
6134,2019-12-01 00:00:00+00:00,7,328,
6134,2020-12-01 00:00:00+00:00,7,306,
6134,2021-12-01 00:00:00+00:00,7,335,
6134,2022-12-01 00:00:00+00:00,7,306,
6134,2023-12-01 00:00:00+00:00,7,341,
6134,2024-12-01 00:00:00+00:00,7,329,
6136,2014-12-01 00:00:00+00:00,5,455,
6136,2015-12-01 00:00:00+00:00,5,428,
6136,2016-12-01 00:00:00+00:00,5,389,
6136,2017-12-01 00:00:00+00:00,5,392,
6136,2018-12-01 00:00:00+00:00,5,370,
6136,2019-12-01 00:00:00+00:00,5,405,
6136,2020-12-01 00:00:00+00:00,5,381,
6136,2021-12-01 00:00:00+00:00,5,366,
6136,2022-12-01 00:00:00+00:00,5,355,
6136,2023-12-01 00:00:00+00:00,6,379,
6136,2024-12-01 00:00:00+00:00,6,372,
6138,2014-12-01 00:00:00+00:00,5,579,
6138,2015-12-01 00:00:00+00:00,5,525,
6138,2016-12-01 00:00:00+00:00,5,617,
6139,2014-12-01 00:00:00+00:00,5,495,
6139,2015-12-01 00:00:00+00:00,5,475,
6139,2016-12-01 00:00:00+00:00,5,635,
6139,2017-12-01 00:00:00+00:00,5,520,
6139,2018-12-01 00:00:00+00:00,5,568,
6139,2019-12-01 00:00:00+00:00,5,429,
6139,2020-12-01 00:00:00+00:00,6,352,
6139,2021-12-01 00:00:00+00:00,6,466,
6139,2022-12-01 00:00:00+00:00,5,615,
6140,2014-12-01 00:00:00+00:00,7,362,
6140,2015-12-01 00:00:00+00:00,7,361,
6140,2016-12-01 00:00:00+00:00,7,353,
6140,2017-12-01 00:00:00+00:00,7,343,
6140,2018-12-01 00:00:00+00:00,7,320,
6140,2019-12-01 00:00:00+00:00,6,349,
6140,2020-12-01 00:00:00+00:00,6,421,
6140,2021-12-01 00:00:00+00:00,6,361,
6140,2022-12-01 00:00:00+00:00,6,342,
6140,2023-12-01 00:00:00+00:00,7,283,
6140,2024-12-01 00:00:00+00:00,7,345,
6141,2014-12-01 00:00:00+00:00,6,288,
6141,2015-12-01 00:00:00+00:00,7,164,
6141,2016-12-01 00:00:00+00:00,7,264,
6141,2017-12-01 00:00:00+00:00,6,460,
6141,2018-12-01 00:00:00+00:00,6,348,
6141,2019-12-01 00:00:00+00:00,6,488,
6141,2020-12-01 00:00:00+00:00,6,533,
6141,2021-12-01 00:00:00+00:00,6,504,
6141,2022-12-01 00:00:00+00:00,7,246,
6141,2023-12-01 00:00:00+00:00,8,-140,
6141,2024-12-01 00:00:00+00:00,8,-481,
6142,2014-12-01 00:00:00+00:00,7,302,
6142,2015-12-01 00:00:00+00:00,7,320,
6142,2016-12-01 00:00:00+00:00,7,402,
6142,2017-12-01 00:00:00+00:00,7,400,
6142,2018-12-01 00:00:00+00:00,7,324,
6142,2019-12-01 00:00:00+00:00,7,326,
6142,2020-12-01 00:00:00+00:00,7,231,
6142,2021-12-01 00:00:00+00:00,8,312,
6142,2022-12-01 00:00:00+00:00,8,340,
6142,2023-12-01 00:00:00+00:00,8,388,
6142,2024-12-01 00:00:00+00:00,8,266,
6143,2014-12-01 00:00:00+00:00,7,220,
6143,2015-12-01 00:00:00+00:00,7,150,
6143,2016-12-01 00:00:00+00:00,7,174,
6143,2017-12-01 00:00:00+00:00,7,-89,
6143,2018-12-01 00:00:00+00:00,7,401,
6143,2019-12-01 00:00:00+00:00,7,522,
6143,2020-12-01 00:00:00+00:00,6,528,
6143,2021-12-01 00:00:00+00:00,6,533,
6143,2022-12-01 00:00:00+00:00,6,559,
6143,2023-12-01 00:00:00+00:00,6,666,
6144,2014-12-01 00:00:00+00:00,8,331,
6144,2015-12-01 00:00:00+00:00,7,374,
6144,2016-12-01 00:00:00+00:00,7,363,
6144,2017-12-01 00:00:00+00:00,7,336,
6144,2018-12-01 00:00:00+00:00,7,324,
6144,2019-12-01 00:00:00+00:00,7,300,
6144,2020-12-01 00:00:00+00:00,7,288,
6144,2021-12-01 00:00:00+00:00,7,316,
6144,2022-12-01 00:00:00+00:00,7,346,
6144,2023-12-01 00:00:00+00:00,7,313,
6144,2024-12-01 00:00:00+00:00,7,338,
6148,2014-12-01 00:00:00+00:00,8,231,
6148,2015-12-01 00:00:00+00:00,8,157,
6148,2016-12-01 00:00:00+00:00,8,56,
6148,2017-12-01 00:00:00+00:00,8,307,
6148,2018-12-01 00:00:00+00:00,8,355,
6148,2019-12-01 00:00:00+00:00,8,319,
6148,2020-12-01 00:00:00+00:00,6,398,
6148,2021-12-01 00:00:00+00:00,7,384,
6148,2022-12-01 00:00:00+00:00,7,365,
6148,2023-12-01 00:00:00+00:00,7,445,
6148,2024-12-01 00:00:00+00:00,7,407,
6150,2014-12-01 00:00:00+00:00,8,222,
6150,2015-12-01 00:00:00+00:00,9,-182,
6150,2016-12-01 00:00:00+00:00,9,54,
6150,2017-12-01 00:00:00+00:00,7,638,
6150,2018-12-01 00:00:00+00:00,7,504,
6150,2019-12-01 00:00:00+00:00,8,30,
6150,2020-12-01 00:00:00+00:00,8,419,
6150,2021-12-01 00:00:00+00:00,8,812,
6150,2022-12-01 00:00:00+00:00,8,362,
6150,2023-12-01 00:00:00+00:00,8,293,
6151,2014-12-01 00:00:00+00:00,6,430,
6151,2015-12-01 00:00:00+00:00,6,534,
6151,2016-12-01 00:00:00+00:00,6,512,
6151,2017-12-01 00:00:00+00:00,6,445,
6151,2018-12-01 00:00:00+00:00,6,389,
6151,2019-12-01 00:00:00+00:00,6,472,
6151,2020-12-01 00:00:00+00:00,6,483,
6151,2021-12-01 00:00:00+00:00,6,608,
6151,2022-12-01 00:00:00+00:00,6,480,
6151,2023-12-01 00:00:00+00:00,6,449,
6151,2024-12-01 00:00:00+00:00,6,489,
6152,2014-12-01 00:00:00+00:00,5,370,
6152,2015-12-01 00:00:00+00:00,5,310,
6152,2016-12-01 00:00:00+00:00,6,374,
6152,2017-12-01 00:00:00+00:00,7,325,
6152,2018-12-01 00:00:00+00:00,8,158,
6152,2019-12-01 00:00:00+00:00,8,378,
6152,2020-12-01 00:00:00+00:00,8,321,
6152,2021-12-01 00:00:00+00:00,8,334,
6152,2022-12-01 00:00:00+00:00,8,454,
6152,2023-12-01 00:00:00+00:00,8,354,
6152,2024-12-01 00:00:00+00:00,8,350,
6153,2019-12-01 00:00:00+00:00,5,608,
6153,2020-12-01 00:00:00+00:00,5,561,
6153,2021-12-01 00:00:00+00:00,6,480,
6153,2022-12-01 00:00:00+00:00,6,550,
6153,2023-12-01 00:00:00+00:00,6,340,
6153,2024-12-01 00:00:00+00:00,6,343,
6154,2014-12-01 00:00:00+00:00,5,531,
6154,2015-12-01 00:00:00+00:00,5,505,
6154,2016-12-01 00:00:00+00:00,5,504,
6154,2017-12-01 00:00:00+00:00,5,507,
6154,2018-12-01 00:00:00+00:00,5,464,
6154,2019-12-01 00:00:00+00:00,5,427,
6154,2020-12-01 00:00:00+00:00,5,451,
6154,2021-12-01 00:00:00+00:00,5,547,
6154,2022-12-01 00:00:00+00:00,5,478,
6154,2023-12-01 00:00:00+00:00,5,435,
6154,2024-12-01 00:00:00+00:00,5,418,
6155,2014-12-01 00:00:00+00:00,5,458,
6155,2015-12-01 00:00:00+00:00,5,437,
6155,2016-12-01 00:00:00+00:00,5,448,
6155,2017-12-01 00:00:00+00:00,6,395,
6155,2018-12-01 00:00:00+00:00,6,469,
6155,2019-12-01 00:00:00+00:00,6,433,
6155,2020-12-01 00:00:00+00:00,6,331,
6155,2021-12-01 00:00:00+00:00,6,388,
6155,2022-12-01 00:00:00+00:00,6,507,
6155,2023-12-01 00:00:00+00:00,6,317,
6155,2024-12-01 00:00:00+00:00,6,361,
6156,2014-12-01 00:00:00+00:00,7,482,
6156,2015-12-01 00:00:00+00:00,6,512,
6156,2016-12-01 00:00:00+00:00,6,555,
6156,2017-12-01 00:00:00+00:00,6,468,
6156,2018-12-01 00:00:00+00:00,5,486,
6156,2019-12-01 00:00:00+00:00,6,417,
6156,2020-12-01 00:00:00+00:00,6,460,
6156,2021-12-01 00:00:00+00:00,6,441,
6156,2022-12-01 00:00:00+00:00,6,515,
6156,2023-12-01 00:00:00+00:00,6,465,
6156,2024-12-01 00:00:00+00:00,6,451,
6158,2014-12-01 00:00:00+00:00,6,353,
6158,2015-12-01 00:00:00+00:00,6,366,
6158,2016-12-01 00:00:00+00:00,6,418,
6158,2017-12-01 00:00:00+00:00,6,372,
6158,2018-12-01 00:00:00+00:00,6,396,
6158,2019-12-01 00:00:00+00:00,6,273,
6158,2020-12-01 00:00:00+00:00,6,442,
6158,2021-12-01 00:00:00+00:00,6,464,
6158,2022-12-01 00:00:00+00:00,6,375,
6158,2023-12-01 00:00:00+00:00,6,358,
6158,2024-12-01 00:00:00+00:00,6,382,
6160,2014-12-01 00:00:00+00:00,6,327,
6160,2015-12-01 00:00:00+00:00,6,333,
6160,2016-12-01 00:00:00+00:00,6,423,
6160,2017-12-01 00:00:00+00:00,6,284,
6160,2018-12-01 00:00:00+00:00,6,370,
6160,2019-12-01 00:00:00+00:00,6,297,
6160,2020-12-01 00:00:00+00:00,7,255,
6160,2021-12-01 00:00:00+00:00,7,308,
6160,2022-12-01 00:00:00+00:00,7,301,
6160,2023-12-01 00:00:00+00:00,7,277,
6160,2024-12-01 00:00:00+00:00,7,253,
6161,2014-12-01 00:00:00+00:00,7,408,
6161,2015-12-01 00:00:00+00:00,7,421,
6161,2016-12-01 00:00:00+00:00,7,492,
6161,2017-12-01 00:00:00+00:00,7,515,
6161,2018-12-01 00:00:00+00:00,7,503,
6161,2019-12-01 00:00:00+00:00,7,585,
6161,2020-12-01 00:00:00+00:00,7,529,
6161,2021-12-01 00:00:00+00:00,7,588,
6161,2022-12-01 00:00:00+00:00,7,643,
6161,2023-12-01 00:00:00+00:00,6,575,
6163,2014-12-01 00:00:00+00:00,6,231,
6163,2015-12-01 00:00:00+00:00,6,281,
6163,2016-12-01 00:00:00+00:00,7,335,
6163,2017-12-01 00:00:00+00:00,7,406,
6163,2018-12-01 00:00:00+00:00,7,421,
6163,2019-12-01 00:00:00+00:00,7,371,
6163,2020-12-01 00:00:00+00:00,7,290,
6163,2021-12-01 00:00:00+00:00,7,457,
6163,2022-12-01 00:00:00+00:00,7,432,
6163,2023-12-01 00:00:00+00:00,7,404,
6163,2024-12-01 00:00:00+00:00,7,360,
6164,2014-12-01 00:00:00+00:00,5,477,
6164,2015-12-01 00:00:00+00:00,5,408,
6164,2016-12-01 00:00:00+00:00,5,398,
6164,2017-12-01 00:00:00+00:00,6,408,
6164,2018-12-01 00:00:00+00:00,6,336,
6164,2019-12-01 00:00:00+00:00,7,318,
6164,2020-12-01 00:00:00+00:00,7,317,
6164,2021-12-01 00:00:00+00:00,7,327,
6164,2022-12-01 00:00:00+00:00,7,337,
6164,2023-12-01 00:00:00+00:00,7,333,
6164,2024-12-01 00:00:00+00:00,7,383,
6165,2014-12-01 00:00:00+00:00,8,256,
6165,2015-12-01 00:00:00+00:00,8,364,
6165,2016-12-01 00:00:00+00:00,8,384,
6165,2017-12-01 00:00:00+00:00,8,346,
6165,2018-12-01 00:00:00+00:00,8,371,
6165,2019-12-01 00:00:00+00:00,8,301,
6165,2020-12-01 00:00:00+00:00,9,384,
6165,2021-12-01 00:00:00+00:00,8,512,
6165,2022-12-01 00:00:00+00:00,8,462,
6165,2023-12-01 00:00:00+00:00,8,435,
6165,2024-12-01 00:00:00+00:00,7,501,
6166,2018-12-01 00:00:00+00:00,5,498,
6166,2019-12-01 00:00:00+00:00,5,625,
6166,2020-12-01 00:00:00+00:00,5,558,
6166,2021-12-01 00:00:00+00:00,5,313,
6166,2022-12-01 00:00:00+00:00,6,471,
6166,2023-12-01 00:00:00+00:00,6,411,
6166,2024-12-01 00:00:00+00:00,6,366,
6167,2014-12-01 00:00:00+00:00,D,312,
6167,2015-12-01 00:00:00+00:00,7,408,
6167,2016-12-01 00:00:00+00:00,6,521,
6167,2017-12-01 00:00:00+00:00,6,551,
6167,2018-12-01 00:00:00+00:00,6,580,
6167,2019-12-01 00:00:00+00:00,6,553,
6167,2020-12-01 00:00:00+00:00,6,399,
6167,2021-12-01 00:00:00+00:00,6,424,
6167,2022-12-01 00:00:00+00:00,6,581,
6167,2023-12-01 00:00:00+00:00,6,538,
6167,2024-12-01 00:00:00+00:00,6,346,
6168,2014-12-01 00:00:00+00:00,6,586,
6168,2015-12-01 00:00:00+00:00,6,426,
6168,2016-12-01 00:00:00+00:00,6,367,
6168,2017-12-01 00:00:00+00:00,6,536,
6168,2018-12-01 00:00:00+00:00,6,389,
6168,2019-12-01 00:00:00+00:00,6,389,
6168,2020-12-01 00:00:00+00:00,5,516,
6168,2021-12-01 00:00:00+00:00,5,610,
6168,2022-12-01 00:00:00+00:00,5,596,
6168,2023-12-01 00:00:00+00:00,5,398,
6168,2024-12-01 00:00:00+00:00,5,370,
6169,2014-12-01 00:00:00+00:00,7,298,
6169,2015-12-01 00:00:00+00:00,7,281,
6169,2016-12-01 00:00:00+00:00,7,254,
6169,2017-12-01 00:00:00+00:00,8,324,
6169,2018-12-01 00:00:00+00:00,8,234,
6169,2019-12-01 00:00:00+00:00,8,262,
6169,2020-12-01 00:00:00+00:00,8,372,
6169,2021-12-01 00:00:00+00:00,8,284,
6169,2022-12-01 00:00:00+00:00,9,253,
6169,2023-12-01 00:00:00+00:00,9,261,
6169,2024-12-01 00:00:00+00:00,9,150,
6170,2014-12-01 00:00:00+00:00,6,441,
6170,2015-12-01 00:00:00+00:00,6,438,
6170,2016-12-01 00:00:00+00:00,6,380,
6170,2017-12-01 00:00:00+00:00,6,355,
6170,2018-12-01 00:00:00+00:00,6,390,
6170,2019-12-01 00:00:00+00:00,6,460,
6170,2020-12-01 00:00:00+00:00,6,477,
6170,2021-12-01 00:00:00+00:00,6,426,
6170,2022-12-01 00:00:00+00:00,6,458,
6170,2023-12-01 00:00:00+00:00,6,468,
6171,2014-12-01 00:00:00+00:00,7,37,
6171,2015-12-01 00:00:00+00:00,7,461,
6171,2016-12-01 00:00:00+00:00,7,207,
6171,2017-12-01 00:00:00+00:00,7,396,
6171,2018-12-01 00:00:00+00:00,7,209,
6171,2019-12-01 00:00:00+00:00,7,79,
6171,2020-12-01 00:00:00+00:00,7,536,
6171,2021-12-01 00:00:00+00:00,7,587,
6171,2022-12-01 00:00:00+00:00,7,569,
6171,2023-12-01 00:00:00+00:00,7,526,
6173,2014-12-01 00:00:00+00:00,6,468,
6173,2015-12-01 00:00:00+00:00,6,476,
6173,2016-12-01 00:00:00+00:00,5,560,
6173,2017-12-01 00:00:00+00:00,5,604,
6173,2018-12-01 00:00:00+00:00,5,808,
6173,2019-12-01 00:00:00+00:00,5,717,
6173,2020-12-01 00:00:00+00:00,5,707,
6174,2014-12-01 00:00:00+00:00,6,538,
6174,2015-12-01 00:00:00+00:00,6,537,
6174,2016-12-01 00:00:00+00:00,6,528,
6174,2017-12-01 00:00:00+00:00,6,427,
6174,2018-12-01 00:00:00+00:00,6,492,
6174,2019-12-01 00:00:00+00:00,7,333,
6174,2020-12-01 00:00:00+00:00,7,307,
6174,2021-12-01 00:00:00+00:00,7,511,
6174,2022-12-01 00:00:00+00:00,6,599,
6174,2023-12-01 00:00:00+00:00,6,277,
6174,2024-12-01 00:00:00+00:00,6,325,
6175,2014-12-01 00:00:00+00:00,8,243,
6175,2015-12-01 00:00:00+00:00,7,331,
6175,2016-12-01 00:00:00+00:00,7,387,
6175,2017-12-01 00:00:00+00:00,6,498,
6175,2018-12-01 00:00:00+00:00,6,526,
6175,2019-12-01 00:00:00+00:00,6,440,
6175,2020-12-01 00:00:00+00:00,5,543,
6175,2021-12-01 00:00:00+00:00,5,640,
6175,2022-12-01 00:00:00+00:00,5,598,
6175,2023-12-01 00:00:00+00:00,5,522,
6175,2024-12-01 00:00:00+00:00,5,620,
6177,2014-12-01 00:00:00+00:00,7,539,
6177,2015-12-01 00:00:00+00:00,7,471,
6177,2016-12-01 00:00:00+00:00,7,62,
6177,2017-12-01 00:00:00+00:00,7,469,
6177,2018-12-01 00:00:00+00:00,7,-373,
6177,2019-12-01 00:00:00+00:00,7,91,
6177,2020-12-01 00:00:00+00:00,7,-447,
6177,2021-12-01 00:00:00+00:00,7,110,
6177,2022-12-01 00:00:00+00:00,7,90,
6177,2023-12-01 00:00:00+00:00,7,502,
6177,2024-12-01 00:00:00+00:00,7,429,
6179,2014-12-01 00:00:00+00:00,7,396,
6179,2015-12-01 00:00:00+00:00,6,623,
6179,2016-12-01 00:00:00+00:00,6,552,
6179,2017-12-01 00:00:00+00:00,6,497,
6179,2018-12-01 00:00:00+00:00,6,333,
6179,2019-12-01 00:00:00+00:00,6,303,
6179,2020-12-01 00:00:00+00:00,6,344,
6179,2021-12-01 00:00:00+00:00,6,330,
6179,2022-12-01 00:00:00+00:00,6,67,
6179,2023-12-01 00:00:00+00:00,6,248,
6179,2024-12-01 00:00:00+00:00,7,141,
6180,2014-12-01 00:00:00+00:00,5,526,
6180,2015-12-01 00:00:00+00:00,5,440,
6180,2016-12-01 00:00:00+00:00,7,325,
6180,2017-12-01 00:00:00+00:00,7,427,
6180,2018-12-01 00:00:00+00:00,6,877,
6180,2019-12-01 00:00:00+00:00,6,732,
6180,2020-12-01 00:00:00+00:00,5,719,
6180,2021-12-01 00:00:00+00:00,5,811,
6180,2022-12-01 00:00:00+00:00,5,827,
6180,2023-12-01 00:00:00+00:00,5,661,
6180,2024-12-01 00:00:00+00:00,5,556,
6182,2014-12-01 00:00:00+00:00,8,168,
6182,2015-12-01 00:00:00+00:00,8,258,
6182,2016-12-01 00:00:00+00:00,8,105,
6182,2017-12-01 00:00:00+00:00,7,494,
6182,2018-12-01 00:00:00+00:00,6,791,
6182,2019-12-01 00:00:00+00:00,6,608,
6182,2020-12-01 00:00:00+00:00,6,494,
6182,2021-12-01 00:00:00+00:00,6,684,
6182,2022-12-01 00:00:00+00:00,6,770,
6182,2023-12-01 00:00:00+00:00,6,614,
6184,2015-12-01 00:00:00+00:00,6,513,
6184,2016-12-01 00:00:00+00:00,6,373,
6184,2017-12-01 00:00:00+00:00,6,,-
6184,2018-12-01 00:00:00+00:00,5,,-
6184,2019-12-01 00:00:00+00:00,6,,-
6184,2020-12-01 00:00:00+00:00,6,,-
6184,2021-12-01 00:00:00+00:00,6,,-
6184,2022-12-01 00:00:00+00:00,6,,-
6184,2023-12-01 00:00:00+00:00,6,,-
6185,2014-12-01 00:00:00+00:00,6,653,
6185,2015-12-01 00:00:00+00:00,6,630,
6185,2016-12-01 00:00:00+00:00,6,610,
6185,2017-12-01 00:00:00+00:00,6,573,
6185,2018-12-01 00:00:00+00:00,6,486,
6185,2019-12-01 00:00:00+00:00,6,403,
6185,2020-12-01 00:00:00+00:00,6,360,
6185,2021-12-01 00:00:00+00:00,7,296,
6185,2022-12-01 00:00:00+00:00,7,312,
6185,2023-12-01 00:00:00+00:00,7,384,
6185,2024-12-01 00:00:00+00:00,7,295,
6186,2014-12-01 00:00:00+00:00,8,215,
6186,2015-12-01 00:00:00+00:00,7,375,
6186,2016-12-01 00:00:00+00:00,7,323,
6186,2017-12-01 00:00:00+00:00,7,-130,
6186,2018-12-01 00:00:00+00:00,8,-120,
6186,2019-12-01 00:00:00+00:00,8,59,
6186,2020-12-01 00:00:00+00:00,8,-300,
6186,2021-12-01 00:00:00+00:00,8,-116,
6186,2022-12-01 00:00:00+00:00,8,-276,
6186,2023-12-01 00:00:00+00:00,8,-197,
6186,2024-12-01 00:00:00+00:00,8,234,
6187,2014-12-01 00:00:00+00:00,5,504,
6187,2015-12-01 00:00:00+00:00,5,564,
6187,2016-12-01 00:00:00+00:00,5,672,
6187,2017-12-01 00:00:00+00:00,5,594,
6187,2018-12-01 00:00:00+00:00,5,600,
6187,2019-12-01 00:00:00+00:00,5,392,
6187,2020-12-01 00:00:00+00:00,5,543,
6187,2021-12-01 00:00:00+00:00,5,644,
6187,2022-12-01 00:00:00+00:00,5,606,
6187,2023-12-01 00:00:00+00:00,5,367,
6187,2024-12-01 00:00:00+00:00,5,734,
6188,2014-12-01 00:00:00+00:00,5,583,
6188,2015-12-01 00:00:00+00:00,5,491,
6188,2016-12-01 00:00:00+00:00,5,532,
6188,2017-12-01 00:00:00+00:00,5,421,
6188,2018-12-01 00:00:00+00:00,5,470,
6188,2019-12-01 00:00:00+00:00,5,595,
6188,2020-12-01 00:00:00+00:00,5,576,
6188,2021-12-01 00:00:00+00:00,5,669,
6188,2022-12-01 00:00:00+00:00,5,694,
6188,2023-12-01 00:00:00+00:00,5,699,
6190,2014-12-01 00:00:00+00:00,7,294,
6190,2015-12-01 00:00:00+00:00,7,323,
6190,2016-12-01 00:00:00+00:00,7,409,
6190,2017-12-01 00:00:00+00:00,7,398,
6190,2018-12-01 00:00:00+00:00,6,472,
6190,2019-12-01 00:00:00+00:00,6,441,
6190,2020-12-01 00:00:00+00:00,6,393,
6190,2021-12-01 00:00:00+00:00,6,424,
6190,2022-12-01 00:00:00+00:00,6,614,
6190,2023-12-01 00:00:00+00:00,6,508,
6190,2024-12-01 00:00:00+00:00,6,536,
6194,2014-12-01 00:00:00+00:00,6,474,
6194,2015-12-01 00:00:00+00:00,6,264,
6194,2016-12-01 00:00:00+00:00,7,296,
6194,2017-12-01 00:00:00+00:00,7,326,
6194,2018-12-01 00:00:00+00:00,7,375,
6194,2019-12-01 00:00:00+00:00,7,484,
6194,2020-12-01 00:00:00+00:00,6,520,
6194,2021-12-01 00:00:00+00:00,6,353,
6194,2022-12-01 00:00:00+00:00,6,342,
6194,2023-12-01 00:00:00+00:00,6,499,
6194,2024-12-01 00:00:00+00:00,6,505,
6195,2014-12-01 00:00:00+00:00,5,606,
6195,2015-12-01 00:00:00+00:00,5,478,
6195,2016-12-01 00:00:00+00:00,5,495,
6195,2017-12-01 00:00:00+00:00,5,556,
6195,2018-12-01 00:00:00+00:00,5,448,
6195,2019-12-01 00:00:00+00:00,6,339,
6195,2020-12-01 00:00:00+00:00,6,530,
6195,2021-12-01 00:00:00+00:00,6,547,
6195,2022-12-01 00:00:00+00:00,6,463,
6195,2023-12-01 00:00:00+00:00,6,394,
6195,2024-12-01 00:00:00+00:00,6,291,
6196,2014-12-01 00:00:00+00:00,5,545,
6196,2015-12-01 00:00:00+00:00,5,578,
6196,2016-12-01 00:00:00+00:00,5,561,
6196,2017-12-01 00:00:00+00:00,5,580,
6196,2018-12-01 00:00:00+00:00,5,591,
6196,2019-12-01 00:00:00+00:00,5,579,
6197,2014-12-01 00:00:00+00:00,5,525,
6197,2015-12-01 00:00:00+00:00,5,518,
6197,2016-12-01 00:00:00+00:00,5,589,
6197,2017-12-01 00:00:00+00:00,5,521,
6197,2018-12-01 00:00:00+00:00,5,496,
6197,2019-12-01 00:00:00+00:00,5,530,
6197,2020-12-01 00:00:00+00:00,5,559,
6197,2021-12-01 00:00:00+00:00,5,554,
6197,2022-12-01 00:00:00+00:00,5,605,
6197,2023-12-01 00:00:00+00:00,5,682,
6197,2024-12-01 00:00:00+00:00,5,782,
6198,2014-12-01 00:00:00+00:00,8,164,
6198,2015-12-01 00:00:00+00:00,8,137,
6198,2016-12-01 00:00:00+00:00,8,120,
6198,2017-12-01 00:00:00+00:00,8,149,
6198,2018-12-01 00:00:00+00:00,8,602,
6198,2019-12-01 00:00:00+00:00,8,179,
6198,2020-12-01 00:00:00+00:00,8,240,
6198,2021-12-01 00:00:00+00:00,8,248,
6198,2022-12-01 00:00:00+00:00,8,252,
6198,2023-12-01 00:00:00+00:00,8,433,
6198,2024-12-01 00:00:00+00:00,8,139,
6199,2014-12-01 00:00:00+00:00,7,435,下市
6199,2015-12-01 00:00:00+00:00,7,413,下市
6199,2016-12-01 00:00:00+00:00,7,387,
6199,2017-12-01 00:00:00+00:00,7,436,
6199,2018-12-01 00:00:00+00:00,7,339,
6199,2019-12-01 00:00:00+00:00,7,329,
6199,2020-12-01 00:00:00+00:00,7,247,
6199,2021-12-01 00:00:00+00:00,7,284,
6199,2022-12-01 00:00:00+00:00,7,312,
